contract_id,order,section_title,section_id,text,source,confidence
GENERAL TERMS AND CONDITIONS OF CONTRACT,6,If the Contract is terminated by either Party no payment will be due from,,"UNICEF to the Contractor except for Services and Deliverables provided to UNICEF’s satisfaction in accordance with the Contract, but only if such Services and Deliverables were required or requested before the Contractor’s receipt of the notice of termination or, in the case of termination by the Contractor, the effective date of such termination. The Contractor will have no claim for any further payment beyond payments in accordance with this Article 6.6, but will remain liable to UNICEF for all loss or damages which may be suffered by UNICEF by reason of the Contractor’s default (including but not limited to cost of the purchase and delivery of replacement or substitute Services or Deliverables).
The termination rights in this Article 6 are in addition to all other rights and remedies of UNICEF under the Contract.",docx,0.500
GENERAL TERMS AND CONDITIONS OF CONTRACT,7,Force Majeure,s_10_force_majeure,"If one Party is rendered permanently unable, wholly, or in part, by reason of force majeure to perform its obligations under the Contract, the other Party may terminate the Contract on the same terms and conditions as are provided for in Article
above, except that the period of notice will be seven (7) days instead of thirty (30) days. “Force majeure” means any unforeseeable and irresistible events arising from causes beyond the control of the Parties, including acts of nature, any act of war (whether declared or not), invasion, revolution, insurrection, terrorism or other acts of a similar nature or force. “Force majeure” does not include (a) any event which is caused by the negligence or intentional action of a Party; (b) any event which a diligent party could reasonably have been expected to take into account and plan for at the time the Contract was entered into; (c) the insufficiency of funds, inability to make any payment required under the Contract, or any economic conditions, including but not limited to inflation, price escalations, or labour availability; or (d) any event resulting from harsh conditions or logistical challenges for the Contractor (including civil unrest) associated with locations at which UNICEF is operating or is about to operate or is withdrawing from, or any event resulting from UNICEF’s humanitarian, emergency, or similar response operations.
Ethical Standards
Without limiting the generality of Article 2 above, the Contractor will be
responsible for the professional and technical competence of its Personnel including its employees and will select, for work under the Contract, reliable individuals who will perform effectively in the implementation of the Contract, respect the local laws and customs, and conform to a high standard of moral and ethical conduct.
(a) The Contractor represents and warrants that no official of UNICEF or
of any United Nations System organisation has received from or on behalf of the Contractor, or will be offered by or on behalf of the Contractor, any direct or indirect benefit in connection with the Contract, including the award of the Contract to the Contractor. Such direct or indirect benefit includes, but is not limited to, any gifts, favours or hospitality.
The Contractor represents and warrants that the following requirements with regard to former UNICEF officials have been complied with and will be complied with:
During the one (1) year period after an official has separated
from UNICEF, the Contractor may not make a direct or indirect offer of employment to that former UNICEF official if that former UNICEF official was, during the three years prior to separating
from UNICEF, involved in any aspect of a UNICEF procurement process in which the Contractor has participated.
During the two (2) year period after an official has separated from UNICEF, that former official may not, directly or indirectly on behalf of the Contractor, communicate with UNICEF, or present to UNICEF, about any matters that were within such former official's responsibilities while at UNICEF.
The Contractor further represents that, in respect of all aspects of the Contract (including the award of the Contract by UNICEF to the Contractor and the selection and awarding of sub-contracts by the Contractor), it has disclosed to UNICEF any situation that may constitute an actual or potential conflict of interest or could reasonably be perceived as a conflict of interest.
The Contractor further represents and warrants that neither it nor any of its Affiliates, or Personnel or directors, is subject to any sanction or temporary suspension imposed by any United Nations System organisation or other international inter-governmental organisation. The Contractor will immediately disclose to UNICEF if it or any of its Affiliates or Personnel or directors, becomes subject to any such sanction or temporary suspension during the term of the Contract.
The Contractor will (a) observe the highest standard of ethics; (b) use its best efforts to protect UNICEF against fraud, in the performance of the Contract; and (c) comply with the applicable provisions of UNICEF’s Policy Prohibiting and Combatting Fraud and Corruption. In particular, the Contractor will not engage, and will ensure that its Personnel, agents and sub-contractors do not engage, in any corrupt, fraudulent, coercive, collusive or obstructive conduct as such terms are defined in UNICEF’s Policy
Prohibiting and Combatting Fraud and Corruption.
The Contractor will, during the term of the Contract, comply with (a) all laws, ordinances, rules and regulations bearing upon the performance of its obligations under the Contract and (b) the standards of conduct required under the UN Supplier Code of Conduct (available at the United Nations Global Marketplace website - www.ungm.org).
The Contractor further represents and warrants that neither it nor any of its Affiliates is engaged, directly or indirectly, (a) in any practice inconsistent with the rights set out in the Convention on the Rights of the Child, including Article 32, or the International Labour Organisation’s Convention Concerning the Prohibition and Immediate Action for the Elimination of the Worst Forms of Child Labour, No. 182 (1999); or (b) in the manufacture, sale, distribution, or use of anti-personnel mines or components utilised in the manufacture of anti-personnel mines.
The Contractor represents and warrants that it has taken and will take all appropriate measures to prevent sexual exploitation or abuse of anyone by its Personnel including its employees or any persons engaged by the Contractor to perform any services under the Contract. For these purposes, sexual activity with any person less than eighteen years of age, regardless of any laws relating to consent, will constitute the sexual exploitation and abuse of such person. In addition, the Contractor represents and warrants that it has taken and will take all appropriate measures to prohibit its Personnel including its employees or other persons engaged by the Contractor, from exchanging any money, goods, services, or other things of value, for sexual favours or activities or from engaging in any sexual activities that are exploitive or degrading to any person. This provision constitutes an essential term of the Contract and any breach of this representation and warranty will entitle UNICEF to terminate the Contract immediately upon notice to the Contractor, without any liability for termination charges or any other liability of any kind.
The Contractor will inform UNICEF as soon as it becomes aware of any incident or report that is inconsistent with the undertakings and confirmations provided
in this Article 7.
The Contractor acknowledges and agrees that each of the provisions in this Article 7 constitutes an essential term of the Contract.
UNICEF will be entitled, in its sole discretion and at its sole choice, to suspend or terminate the Contract and any other contract between UNICEF and the Contractor with immediate effect upon written notice to the Contractor if: (i) UNICEF becomes aware of any incident or report that is inconsistent with, or the Contractor breaches any of, the undertakings and confirmations provided in this Article 7 or the equivalent provisions of any contract between UNICEF and the Contractor or any of the Contractor’s Affiliates, or (ii) the Contractor or any of its Affiliates, or Personnel or directors becomes subject to any sanction or temporary suspension described in Article 7.3 during the term of the Contract.
In the case of suspension, if the Contractor takes appropriate action to address the relevant incident or breach to UNICEF’s satisfaction within the period stipulated in the notice of suspension, UNICEF may lift the suspension by written notice to the Contractor and the Contract and all other affected contracts will resume in accordance with their terms. If, however, UNICEF is not satisfied that the matters are being adequately addressed by the Contractor, UNICEF may at any time, exercise its right to terminate the Contract and any other contract between UNICEF and the Contractor.
Any suspension or termination under this Article 7 will be without any liability for termination or other charges or any other liability of any kind.
Full Cooperation with Audits And Investigations
From time to time, UNICEF may conduct inspections, post-payment audits or investigations relating to any aspect of the Contract including but not limited to the award of the Contract, the way in which the Contract operates or operated, and the Parties’ performance of the Contract generally and including but not limited to the
Contractor’s compliance with the provisions of Article 7 above. The Contractor will provide its full and timely cooperation with any such inspections, post-payment audits or investigations, including (but not limited to) making its Personnel and any relevant data and documentation available for the purposes of such inspections, post-payment audits or investigations, at reasonable times and on reasonable conditions, and granting UNICEF and those undertaking such inspections, post-payment audits or investigations access to the Contractor’s premises at reasonable times and on reasonable conditions in connection with making its Personnel and any relevant data and documentation available. The Contractor will require its sub-contractors and its agents, including, but not limited to, the Contractor’s attorneys, accountants or other advisers, to provide reasonable cooperation with any inspections, post-payment audits or investigations carried out by UNICEF.
Privileges and Immunities; Settlement of Disputes
Nothing in or related to the Contract will be deemed a waiver, express or implied, deliberate or inadvertent, of any of the privileges and immunities of the United Nations, including UNICEF and its subsidiary organs, under the Convention on the Privileges and Immunities of the United Nations, 1946, or otherwise.
The terms of the Contract will be interpreted and applied without application of any system of national or sub-national law.
The Parties will use their best efforts to settle amicably any dispute, controversy or claim arising out of, or relating to the Contract. Where the Parties wish to seek such an amicable settlement through conciliation, the conciliation will take place in accordance with the UNCITRAL Conciliation Rules then in force, or according to such other procedure as may be agreed between the Parties. Any dispute, controversy or claim between the Parties arising out of the Contract which is not resolved within ninety (90) days after one Party receives a request from the other Party for amicable settlement can be referred by either Party to arbitration. The arbitration will take place in accordance with the UNCITRAL Arbitration Rules then in force. The venue of the arbitration will be New York, NY, USA. The arbitral proceedings will be conducted in
English. The decisions of the arbitral tribunal will be based on general principles of international commercial law. The arbitral tribunal will have no authority to award punitive damages. In addition, the arbitral tribunal will have no authority to award interest in excess of the United States Federal Reserve Bank of New York’s Secured Overnight Financing Rate (SOFR) then prevailing and any such interest will be simple interest only. In light of the privileges and immunities of UNICEF, references in the UNCITRAL Arbitration Rules to the place of arbitration shall connote only the actual location for the arbitral proceedings but shall not mean the “seat” or “juridical seat” or “juridical place” for such proceedings. The Parties will be bound by any arbitration award rendered as a result of such arbitration as the final adjudication of any such controversy, claim or dispute.
Notices
Any notice, request or consent required or permitted to be given or made
pursuant to the Contract will be in writing, and addressed to the persons listed in the Contract for the delivery of notices, requests or consents. Notices, requests or consents will be delivered in person, by registered mail, or by confirmed email transmission. Notices, requests or consents will be deemed received upon delivery (if delivered in person), upon signature of receipt (if delivered by registered mail) or twenty-four (24) hours after confirmation of receipt is sent from the addressee’s email address (if delivered by confirmed email transmission).
Any notice, document or receipt issued in connection with the Contract must be consistent with the terms and conditions of the Contract and, in case of any ambiguity, discrepancy or inconsistency, the terms and conditions of the Contract will prevail.
All documents that comprise the Contract, and all documents, notices and receipts issued or provided pursuant to or in connection with the Contract, will be deemed to include, and will be interpreted and applied consistently with, the provisions of Article 9 (Privileges and Immunities; Settlement of Disputes).
Other Provisions
The Contractor acknowledges UNICEF’s commitment to transparency as outlined in UNICEF’s Information Disclosure Policy and confirms that it consents to UNICEF’s public disclosure of the terms of the Contract should UNICEF so determine and by whatever means UNICEF determines.
The failure of one Party to object to or take affirmative action with respect to any conduct of the other Party which is in violation of the terms of the Contract will not constitute and will not be construed to be a waiver of the violation or breach, or of any future violation, breach or wrongful conduct.
The Contractor will be considered as having the legal status of an independent contractor as regards UNICEF. Nothing contained in the Contract will be construed as making the Parties principal and agent or joint venturers.
The Contractor will not, without the prior written consent of UNICEF, assign, transfer, pledge or make other disposition of the Contract, or of any part of the Contract, or of any of the Contractor's rights or obligations under the Contract.
No grant of time to the Contractor to cure a default under the Contract, nor any delay or failure by UNICEF to exercise any other right or remedy available to UNICEF under the Contract, will be deemed to prejudice any rights or remedies available to UNICEF under the Contract or constitute a waiver of any rights or remedies available to UNICEF under the Contract.
The Contractor will not seek or file any lien, attachment or other encumbrance against any monies due or to become due under the Contract, and will not permit any other person to do so. It will immediately remove or obtain the removal of any lien, attachment or other encumbrance that is secured against any monies due or to become due under the Contract.
The Contractor will not advertise or otherwise make public for purposes of
commercial advantage or goodwill that it has a contractual relationship with UNICEF or the United Nations. Except as regards references to the name of UNICEF for the purposes of annual reports or communication between the Parties and between the Contractor and its Personnel and sub-contractors, the Contractor will not, in any manner whatsoever use the name, emblem or official seal of UNICEF or the United Nations, or any abbreviation of the name of the United Nations, in connection with its business or otherwise without the prior written permission of UNICEF.
The Contract may be translated into languages other than English. The translated version of the Contract is for convenience only, and the English language version will govern in all circumstances.
No modification or change in the Contract, and no waiver of any of its provisions, nor any additional contractual relationship of any kind with the Contractor will be valid and enforceable against UNICEF unless set out in a written amendment to the Contract signed by an authorised official of UNICEF.
The provisions of Articles 2.14. 3.8, 3.9, 4, 5, 7, 8, 9, 11.1, 11.2 and 11.7 will survive provision of the Services and delivery of the Deliverables and the expiry or earlier termination of the Contract.",docx,1.000
General Conditions of Sale ,1,General Conditions of Sale (China),,Envalior Engineering Materials (Jiangsu) Co. Ltd. • Envalior Engineering Materials (Wuxi) Co. Ltd.,docx,0.750
General Conditions of Sale ,2,General,,These General Conditions of Sale apply to all o6ers submitted by Envalior (“Seller”) to its customer (“Buyer”) and all sales contracts between Seller and Buyer. Any conflicting or deviating conditions of purchase or other reservations submitted by Buyer shall not apply unless accepted by Seller in writing in each individual case.,docx,0.286
General Conditions of Sale ,3,Seller’s O.er,,"Unless Seller’s o6er is explicitly labeled as binding or carries an o6er validity date, Seller’s o6er shall not be legally binding.
Unless stated otherwise, all prices quoted by Seller are VAT-exclusive.",docx,0.774
General Conditions of Sale ,4,Conclusion of Contract,,"A contract between Buyer and Seller is formed when 6.6 Buyer accepts Seller’s binding o6er without any modifications by placing a purchase order or countersigning the o6er.
If Buyer places a purchase order on a non-binding or expired o6er or if Buyer alters any of the terms or conditions of Seller’s o6er, a contract is formed upon Buyer’s receipt of Seller’s order acknowledgement in text-form.",docx,0.692
General Conditions of Sale ,5,Shipment,,"Seller shall determine the route and the mode of transport. Buyer shall bear any additional costs resulting from special shipping requests. Unless prepaid freight has been agreed, Buyer shall also bear any increases in freight rates which become e6ective after the contract has been concluded, any additional costs resulting from re-routing a consignment, storage expenses, etc.
The risk of destruction, loss or damage shall pass to the Buyer upon dispatch of the goods or, if they are collected by the Buyer, at the time they are placed at the Buyer’s disposal, unless something else has been contractually agreed.
Seller shall determine the weight of the goods before shipment.",docx,0.375
General Conditions of Sale ,6,,,7.1,docx,0.000
General Conditions of Sale ,7,,,"8.1
8.2",docx,0.000
General Conditions of Sale ,8,Delivery,,"Unless agreed otherwise, all goods shall be delivered from Seller’s production facility or warehouse according to Incoterms-FCA (Seller’s plant).
Delivery dates indicated in Seller’s o6er or order acknowledgement are indicative and non-binding unless a specific delivery date has been expressly declared binding. In any event, Seller shall make every commercially reasonable e6ort to e6ect delivery as quickly as possible.
Unless a fixed delivery date has been agreed, Buyer shall grant the Seller a reasonable grace period in case of a delayed delivery. Fulfillment of the contract shall be subject to correct and timely delivery of
8.3
8.4
8.5",docx,0.421
General Conditions of Sale ,9,orders by the Seller’s suppliers. The date of delivery shall be the day on which the goods leave the plant or warehouse.,,"Unless agreed otherwise in writing, Buyer shall be responsible for complying with legal and governmental regulations pertaining to import, transport, storage, use, resale, and export of the goods.
Buyer shall not use, sell or deliver the goods to third parties for use in developing or manufacturing biological, chemical, or nuclear weapons; for high-risk applications outside the agreed scope as defined by Seller’s specification (e.g., for unauthorized use in implants or in aerospace applications), other illegal purposes; in violation of embargoes; in violation of legal obligations concerning registration or reporting; or without the permits required under applicable legal regulations or to use them itself for such purposes.
If, at the time of delivery of the goods and/or performance of services, the Seller is obligated to obtain a legal or governmental permit to export the goods and/or services, and the requested permit for export is not issued, Seller shall be entitled to rescind from the contract without any liability to Buyer. In the event of a delay in issuance of the permit by the authorities caused by Seller’s slight negligence, Buyer shall not be entitled to damages.
Seller shall be entitled to rescind from the contract without any liability to Buyer if, at the time of delivery, any embargo relevant for Seller prohibits the delivery, or if, in the event of a product registration obligation or similar obligations, registration has not been applied for or issued on the date of delivery.",docx,0.509
General Conditions of Sale ,10,Inspection of Deliveries,,Buyer shall immediately upon receipt examine whether a delivery corresponds to the order. Buyer shall also immediately examine the shipment for obvious transportation defects. Buyer shall inform Seller about any defects or nonconformity without undue delay.,docx,0.667
General Conditions of Sale ,11,Title to the goods shall pass to Buyer upon full payment of the goods.,,"If Buyer defaults on his obligations to Seller, Seller shall have the right, without granting a respite and without canceling the contract, to repossess the goods to which he has retained title. Such repossession shall not constitute cancellation of the contract unless the Seller has expressly declared cancellation in writing.
Buyer shall adequately store any goods to which Seller retains title. Buyer shall procure commercially reasonable insurance at his expense against loss and damage.
Buyer shall not have the right to pledge, chattel mortgage or otherwise encumber the goods to which the Seller retains title. When reselling the goods, the Buyer shall retain title until full payment of the goods by his customers.
Buyer agrees to assign to Seller any claims which may arise from a resale of the goods to which the Seller
retains title, together with any incidental rights and security interests, to provide Seller with security for all claims he has on Buyer as result of the business connection.",docx,0.526
General Conditions of Sale ,12,Seller’s invoices are due for payment immediately upon receipt by Buyer without any deductions or discounts.,,Buyer shall not be entitled to pay Seller in cash.,docx,0.421
General Conditions of Sale ,13,"If Buyer pays Seller via bank transfer, Buyer shall bear all payment-related banking fees.",,"Seller reserves the right to use payments for the settlement of the invoices which have been outstanding longest, plus any interest on arrears and costs accrued thereon, in the following order: costs, interest, principal claim.
Buyer shall not have the right to withhold payments based on claims resulting from other contracts. Counterclaims may only be o6set if they are uncontested or have become res judicata.",docx,0.433
General Conditions of Sale ,14,"Force Majeure, Impediments to Performance",,"If either Party is unable to contractually perform its obligations due to a force-majeure event, it shall be relieved from performance for the duration of the event plus a reasonable period to resume operations.
Force-majeure events are all events outside of the reasonable control by either Party, such as natural disasters, fires, floods, acts of terrorism, pandemics, utility interruptions, strikes and unforeseen labor or raw material shortages as well as comparable events beyond a Party’s reasonable control. An unforeseeable interruption of Seller’s manufacturing process shall also be regarded a force-majeure event.
If the hindrance delays supply and/or acceptance by more than eight weeks, either Party shall have the right to rescind the contract. If Seller’s suppliers fail to supply him in whole or in part, Seller shall not be under obligation to purchase from other sources. In such cases, Seller shall have the right to distribute the available quantities among his customers in consideration of his captive requirements.",docx,0.514
General Conditions of Sale ,15,Warranty,s_9_warranty,"When noticing a visible defect, Buyer shall inform Seller in writing within two weeks after delivery and provide Seller with all relevant details (including shipment information, invoice number, samples and packaging slips and the markings on the packaging).
Buyer must report a hidden defect to Seller immediately upon discovery. Buyer shall have the burden of proof for any hidden defect.
Buyer shall not return any goods that are subject to a quality complaint to the Seller unless Seller has authorized such return.
In case of a warranty claim, Buyer shall be entitled to a replacement shipment only. If the replacement shipment is also defective, Buyer may reduce the purchase price or rescind from the contract. Claims for damages as defined in section 13 shall remain unaffected.
Claims for expenses incurred by Buyer because of reworking, in particular transport, travel, labor, and material costs, shall be excluded to the extent they were increased by onward transportation to facilities not
owned by Buyer, unless the goods were supplied to this location in line with their intended use.
Buyer must inform Seller without delay of any case of recourse within the supply chain. Statutory claims under a right of recourse by the Buyer against the Seller shall not apply with respect to arrangements entered by Buyer with its customer over and above statutory warranty claims.
Any specific warranty or guarantee must be issued in writing by Seller. It shall only be enforceable if it describes its content, duration, and physical scope in su6icient detail.",docx,0.941
General Conditions of Sale ,16,"Properties of Goods, Technical support",,"The properties of the goods shall generally only include the properties as stated in the product descriptions, specifications, and labeling of Seller. Public statements, claims or advertising shall not be classed as information on the properties of the item for sale.
Technical advice (referring to application) provided by the Seller verbally, in writing and/or by way of trials is given in good faith but without warranty, and this shall also apply where proprietary rights of third parties are involved. The Seller’s technical advice shall not release the Buyer from the obligation to test the products supplied by the Seller as to their suitability for the intended processes and uses. The application, use and processing of the products are beyond the Seller’s control and therefore entirely the Buyer’s responsibility.",docx,0.507
General Conditions of Sale ,17,Limitation of Liability,,"Seller’s liability for damages caused by a breach of an agreement shall be limited to fifty percent of the remuneration received by Seller under the pertaining contract.
Any further liability of Seller to Buyer shall be excluded. Specifically, Seller’s liability for any indirect or consequential damages shall be excluded.
All claims of Buyer against Seller shall become statute-barred one year after knowledge of the facts giving rise to the claim, but no later than three years after performance of the service.",docx,0.577
General Conditions of Sale ,18,Confidentiality,s_12_confidentiality,"Buyer shall treat as confidential any Seller-supplied documents, data, prices, terms of reference, business processes or other information. Buyer shall make confidential information available only to those employees who need the information for the fulfillment of their duties and shall ensure that such employees are also subject to a duty to treat such information as confidential. Buyer shall use this information exclusively for the purpose of performing the deliveries and services. For the avoidance of doubt, this shall not preclude Buyer from subcontracting.",docx,1.000
General Conditions of Sale ,19,Assignment,,"Any agreement under these General Conditions may not be assigned by either Party without the prior written consent of the other Party.
Seller may assign an agreement under these General Conditions to an a6iliated company, meaning any entity which directly or indirectly controls, is directly or indirectly owned, or controlled by, or under common control with Seller.",docx,0.435
General Conditions of Sale ,20,Applicable Law,,"Customary trade terms shall be interpreted in accordance with Incoterms 2020.
The laws of the People’s Republic of China, excluding its conflict of law rules, shall apply.
If the Parties cannot amicably resolve a dispute within a period of 30 days, either Party may initiate arbitration proceedings with the Shanghai International Economic and Trade Arbitration Commission for arbitration in Shanghai according to its then-current arbitration rules.
The UN Convention on Contracts for the International Sale of Goods shall not apply.
Should any clause in these General Conditions for Sale be or become invalid in full or in part, this shall not a6ect the validity of the remaining clauses or remaining parts of the clause concerned. The parties shall replace any invalid arrangement by an e6ective one which conforms as far as possible to the economic purpose of the invalid clause.
These General Conditions of Sales are provided in English and in Chinese language. In case of any discrepancies or conflicts between the two versions, the English version shall prevail.",docx,0.500
General Terms and Conditions of Sale,1,PREFACE,preface,General Terms and Conditions of Sale,docx,1.000
General Terms and Conditions of Sale,2,Applicable Terms,,"The sale of products, goods, or components the (""Product(s)”) and/or the provision of services (“Services”) by De Nora Water Technologies FZE (""Seller"") to the party from whom Seller is selling the Products or services (""Purchaser” and with Seller, each a ""Party"" and collectively the ""Parties”) is limited to and made expressly conditional on Purchaser's acceptance of these General Terms and Conditions of Sale (""General Conditions"") which, along with any and all associated purchase orders, quotations, proposals, special conditions or other contract documents (including any expressly incorporated specifications or drawing) (""Seller's Documentation” and collectively with these General Conditions, the ""Contract""). These General Conditions shall control over any inconsistent or additional terms or conditions proposed or issued by Purchaser or Seller, including any additional or different terms or conditions in any purchase order, acknowledgement proposal or other communication, written or otherwise, unless specifically agreed to in writing by both Parties. These General Conditions shall not be varied, and no conditions contained in any quotations, letters, advice notes, invoices or other communications issued by Seller or Purchaser shall annul or vary them, unless expressly agreed by both Parties in writing.
Purchaser's acceptance of delivery or the full or partial payment of the purchase price hereunder shall constitute Purchaser's express and unconditional acceptance of all the General Conditions, notwithstanding any other inconsistent terms, documents, prior dealings, or usage of trade.",docx,0.519
General Terms and Conditions of Sale,3,Prices and Payment Terms,s_7_price_and_payment_terms,"Purchaser shall pay the full purchase price as set forth in Seller's Documentation without any deduction by way of set off, counterclaim, discount or otherwise in strict accordance with Seller's Documentation. All prices and payments shall be in U.S. Dollars currency unless otherwise expressly noted in Seller’s Documentation. Unless specifically noted otherwise in Seller's
Documentation, prices are exclusive of any and all sales, use, excise, VAT, ad valorem, property or other taxes, duties and levies of any kind due or applicable to the transaction including any governmental imposed duties introduced after the date of the Contract. Purchaser shall pay directly or reimburse Seller immediately upon demand for any and all such taxes. Payment terms are net thirty (30) calendar days from date of income.
Where payment is made by letter of credit (to the extent permitted by Seller’s Documentation), the applicable instructions as communicated in writing by Seller to Purchaser shall determine the terms of payment thereunder. Where payment on credit terms is expressly approved, payment terms are net thirty (30) calendar days from date of invoice. Any payments delayed beyond thirty (30) days from the specified due date shall be subject to interest on the unpaid balance at the rate of [one and one half (1- 1/2%) percent] per month or the maximum rate permitted by applicable law. If advances, progress payments, or milestone payments are included in the Seller's Documentation, such payments shall be required to be made in strict accordance with the Seller's Documentation. Seller reserves the right among other remedies, to suspend further deliveries in the event Purchaser fails to pay for any one shipment when payment becomes due. All Contracts are subject to credit approval. Should Purchaser's financial condition become unsatisfactory or insecure, at Seller’s discretion, Seller shall have the right, at its option to require from Purchaser payment in advance, cash payment in delivery, or satisfactory security.
If Purchaser is required by applicable law to withhold any amount paid or payable to Seller for tax purposes or governmental fees (a) the amount paid or payable shall be increased by the amount that it would have received had any taxes or tariffs been withheld and (b) Purchaser shall forward proof of such legally required withholding to Seller as soon as reasonably practicable.
Purchaser hereby irrevocably grants Seller a security interest in the Products until such time as Purchaser makes full payment of the purchase price. Purchaser agrees, if requested, to execute a
financing statement or such other documentation as may be necessary or advisable to perfect and maintain such security interest.",docx,0.979
General Terms and Conditions of Sale,4,Delivery and risk of loss,,"Delivery dates set forth in Seller's Documentation are approximate and Seller will make commercially reasonable efforts to meet same. Timely delivery is subject to prompt and timely receipt from Purchaser of accurate and complete technical and shipping information. Seller reserves the right to make partial shipments, invoices for which shall be due and payable in accordance with the payment terms specified above. Where payment is due in advance or by letter of credit, timely delivery is further subject to timely receipt of such payment or issuance of such letter of credit. All shipping and handling costs are to be paid by Purchaser. Purchaser is liable for compliance with all laws and regulations governing the unloading, storage, importation, handling and use of all Products.
Whether or not installation Services are performed by Seller, title and risk of loss shall pass to Purchaser in accordance with the stated shipping terms under Incoterms 2020. Unless otherwise agreed and specified in Seller's Documentation, shipping terms are Ex Works Seller's facility. Seller will notify Purchaser when Products are available for shipment. Purchaser must provide Seller with specific written instructions as to Purchaser's preferred method of shipment or common carrier. If Purchaser does not arrange for a freight carrier or freight forwarder to collect the Products within seven (7) calendar days following notification that the Products are available, Seller may, at its own discretion and at Purchaser’s cost, arrange for Products to be collected by a freight carrier or a freight forwarder for shipment to Purchaser. Alternatively, Seller may choose to store the Products and may charge Purchaser all incurred storage and handling expenses and fees.
In the event Purchaser requests a postponement of delivery beyond the date specified in Seller's Documentation, Seller may invoice the Purchaser and title and risk of loss shall pass to Purchaser at such time as Products are made available for shipment but in no event earlier than the delivery date specified in Seller's Documentation. If delivery is postponed by Purchaser, Seller shall endeavor but shall not have the obligation to either store the Products or secure a storage location at
Purchaser's expense and based upon General Conditions agreeable to the Parties.
Prior to installation, Products must be stored by Purchaser in accordance with the storage instructions that may be a part of the Seller’s instructions or other documentation for Product installation, maintenance, and care. In the absence of specific instructions in the Seller’s Documentation, Products must be stored prior to their installation in an enclosed space affording protection from weather, dust and physical damage and providing appropriate temperature, humidity, and ventilation conditions to prevent deterioration. Purchaser's failure to follow Seller's storage instructions may cause damage to the Products and will void any warranties provided hereunder. Seller shall have the right to inspect Products stored by Purchaser prior to installation. If Products are stored by Purchaser for a period of sixty (60) days or more, Purchaser shall reimburse Seller for all reasonable costs of such inspection.",docx,0.655
