contract_id,order,section_title,section_id,text,source,confidence
Двуязычный контракт Андижан__headings_fixed,7,Quality and Warranty.,s_7_quality_and_warranty,"9.1. Гарантийный срок на поставляемые Товары составляет минимум 1 (один) год или 20 000,00 километров, в зависимости от того, что наступит раньше.
9.2.  В случае обнаружения любых дефектов и/или недостач независимо от происхождения причины, Продавец обязуется всегда держать достаточный запас Товаров для немедленной замены и отгрузки Покупателю.",docx,0.976
Двуязычный контракт Андижан__headings_fixed,8,"Warranty period for supplied Goods is equal to minimum 1 (one) year or 20 000,00 kilometers, whichever comes first.",,"9.2. In case of any defects and/or deficiencies, regardless of the origin of the cause, the Seller undertakes to build enough stock of Goods for immediate substitution and shipment to the Purchaser.
9.3. Если в течении срока гарантии какая-либо единица Товара окажется дефектной и/или не соответствующей условиям Контракта, то, независимо от того, могло ли это быть установлено при испытании на заводе Продавца или его субпоставшиков, Продавец по требованию Покупателя незамедлительно и без какой-либо дополнительной оплаты со стороны Покупателя устранит обнаруженные дефекты путем исправления, либо замены дефектных частей новыми на условиях CPT Андижан (Инкотермс-2020).
9.3. If any unit turns out to be defective and/or contrary to the Contract during the warranty time, the Seller has, on Purchaser's request, apart from turning it out while checking at Seller's premises or supplier's premises to eliminate immediately the errors without any additional costs for the Purchaser, either by improvements or by replacing the defective parts by new ones on the basis of CPT Andijan (Incoterms-2020).
9.4. Замененные дефектные Товары или части возвращаются Продавцу по его требованию и за его счет в срок, согласованный сторонами. Все расходы, связанные с возвратом и/или заменой дефектных предметов, несет Продавец.
9.4. On Seller's request, the replaced and defective Goods or its parts have to be returned at his costs. The date of returning will be defined by both contractual parties. All costs associated with returning and/or replacing of the defective parts are at the expense of the Seller.
Статья 10
Article 10",docx,0.432
Двуязычный контракт Андижан__headings_fixed,9,Force Majeure,s_10_force_majeure,"10.1.  Продавец и Покупатель не несут ответственности и обязательств за ущерб, в какой бы то ни было форме, по отношению к другому за невыполнение или задержку в результате стихийных бедствий, пожаров, национальных забастовок, войны, гражданских волнений, блокады, революции, общественных беспорядков, массовых беспорядков, саботажей, локаутов, эмбарго на фрахт, эпидемий, действий или политики правительственных органов, или по причине любых других действий или каких бы то ни было причин, аналогичных или отличных, которые находятся вне разумного контроля пострадавшей Стороны и которые не могут быть преодолены надлежащими усилиями. В таком случае время выполнения продлевается на период действия такого форс-мажорного обстоятельства, при условии, однако, что пострадавшая Сторона (1) незамедлительно после того, как узнала о начале такого события, уведомляет другую Сторону письменно о характере такой причины и предполагаемой задержке, (2) продолжает информировать другую Сторону обо всех обстоятельствах, (3) предпринимает все разумные меры по устранению такой причины или задержки и (4) продолжает выполнять настоящий Контракт как можно быстрей, когда бы ни была устранена такая причина. В случае если любая такая причина или причины продолжаются в течение ста восьмидесяти (180) дней, другая Сторона имеет право по выбору без какой-либо ответственности расторгнуть настоящий Контракт письменным уведомлением об этом Стороны, непосредственно пострадавшей от такого обстоятельства форс-мажора, по меньшей мере, за тридцать (30) дней до даты вступления в силу такого расторжения. Надлежащим доказательством наступления обстоятельства форс-мажор является подтверждение уполномоченных органов страны, где имели место такие обстоятельства.
10.1.  The Seller and the Purchaser shall not be liable or responsible for damages in any manner whatsoever to the other for failure or delay due to act of God, fires, strikes, war, civil commotions, blockade, revolution, public dis-order, riots, sabotages, lock-outs, freight embargo, plague, actions or policies of governmental authorities, or for any other acts or causes whatsoever, similar or dissimilar, which are beyond the reasonable control of the affected Party hereto and which cannot be overcome by due diligence. In such event the time for performance shall be extended for the period of such event of force majeure, provided, however, that the affected Party here-to shall (1) promptly after having knowledge of the commencement thereof, notify the other Party in writing of the nature of such cause and the expected delay, (2) continue to keep the other Party informed as to conditions, (3) take all reasonable steps to eliminate such cause of the delay and (4) shall continue performance hereunder with utmost dispatch such cause is removed. In the event any of such cause or causes shall continue for a period of one hundred and eighty (180) days, the other Party shall have the right, upon election, without any liability whatsoever, to terminate this Basic Supply Contract by a written notice to this effect to the Party directly affected by such event of force majeure at least thirty (30) days in advance of the effective of such termi-nation. The considerable evidence of such force majeure circumstances shall be the confirmation of authorized bodies of the country in which such circumstances had place.
Статья 11. Расторжение
11.1. Сторона, желающая расторгнуть настоящий Контракт должна известить другую сторону официальным письмом не менее чем за 150 (сто пятьдесят) календарных дней до даты прекращения настоящего Контракта.
11.2. Если ни одна из сторон не заявит в письменном ввиде, о желании прекратить действие настоящего Контракта, то Контракт будет считается продленным на следующий календарный год.
Article 11. Termination
11.1. The Party, which desires to terminate the present Contract, is obliged to notify other party by official letter not less than 150 (one hundred fifty) calendar days before contract termination.
11.2. If neither of the parties does not declare in writing that they wish to terminate the present Contract, then the Contract will be considered extended for the next calendar year.
Статья 12.",docx,1.000
Двуязычный контракт Андижан__headings_fixed,10,Арбитраж.,dispute_resolution,"13.1 Все споры, возникающий по-настоящему контракту или в связи с ним, в том числе любой вопрос в отношении существования, действительности или прекращения cамого контракта, подлежит передаче на рассмотрение и окончательное разрешение в арбитраж, управляемый Сингапурским международным арбитражным центром («SIAC») в соответствии с Арбитражным регламентом,  Сингапурского международного арбитражного центра («Правила SIAC») в настоящее время в силе, и эти правила считаются включенными посредством ссылки в этот пункт. Количество арбитров - один. Языком арбитража является английский. Местонахождением или юридическим местом арбитража является Сингапур, Республика Сингапур. Язык арбитражного разбирательства-Английский. Правом, регулирующим данный контракт, является материальное право Сингапура
Article 12.",docx,0.900
Двуязычный контракт Андижан__headings_fixed,11,Arbitration.,dispute_resolution,"12.1 All  dispute arising out of or in connection with this contract, including any question regarding its existence, validity or termination, shall be referred to and finally resolved by arbitration administered by the Singapore International Arbitration Centre (“SIAC”) in accordance with the Arbitration Rules of the Singapore International Arbitration Centre (“SIAC Rules”) for the time being in force, which rules are deemed to be incorporated by reference in this clause.The seat of the arbitration shall be Singapore. The Tribunal shall consist of 1 arbitrator. The language of the arbitration shall be English.The seat, or legal place, of arbitration shall be Singapore, Singapore Republic. The language to be used in the arbitral proceedings shall be English. The governing law of the contract shall be the sub-stantive lawof Singapore republic.
Статья 14.
Общие положения.
14.1 Настоящий Контракт подписан в 2 (Двух) экземплярах, каждый из которых – на русском и английском языке, причем все экземпляры имеют одинаковую юридическую силу. Английский язык будет применяться во всей корреспонденции и в технической информации. В случае возникновения разночтений или каких-либо несовпадений в смысловом содержании условий настоящего Контракта преимуществом обладает текст настоящего Контракта на Английском языке.
14.2.  Контракт вступает в силу с даты подписания Сторонами, регистрации в уполномоченных органах Республики Узбекистан и действут до Январь 2025 года.
Article 13.
General Conditions.
14.1 The present Contract is signed in 2 (Two) copies, each of which – in Russian and English, and all copies have identical validity. English will be applied in all correspondence and in technical information. In case of any discrepancies or discrepancies in the semantic maintenance of conditions of the present Contract the text of the present Contract in English shall prevail.
14.2.   Present Contract comes into force from the day of signing by the Parties, after registration with the authorized bodies of the Republic of Uzbekistan and is valid until January 2025 year.
14.3.  Все приложения, упомянутые в настоящем Контракте, являются его неотъемлемыми частями.
14.3.  All Appendixes mentioned in present Contract are integral parts of the present Contract.
14.4. Любые изменения и дополнения к настоящему Контракту действительны лишь в том случае, если они совершенны в письменной форме и подписаны дого-варивающимися сторонами.
14.5.   Ни одна из сторон не имеет права передавать третьим лицам исполнение настоящего Контракта без письменного разрешения другой стороны.
14.6.  Электронная (сканируемая) копия настоящего контракта имеет юридическую силу до момента обмена Сторонами оригиналами Контракта и соответствующих Приложений к ним.
14.4. Any changes and supplementations to the present Contract are only valid if they are made in written and signed by both Contractual parties.
14.5.  Neither party has the right to transfer to third parties the execution of the present Contract without the written permission of the other party.
14.6.  An electronic (scanned) copy of the present Contract shall remain valid until the Parties exchange the original hard copies of the Contract and its’ Appendixes.
Статья 15.
Article 15.
Срок действия и вступление
Контракта в силу.
Validity and Introduction of the Contract.
15.1. Настоящий Контракт вступает в силу с момента подписания его обеими сторонами и действует до полного выполнения сторонами своих обязательств.
Статья 16.
Антикоррупционные положения
16.1.  Стороны признают антикоррупционные меры, указанные в дополнительных антикоррупционных положениях договора, и обеспечивают сотрудничество в их соблюдении.
16.2.  На момент заключения договора каждая сторона не передала напрямую деньги и материальные ценности своими должностными лицами и работниками в связи с отношениями, связанными с договором, а также ей не разрешалось и не предлагалось неофициально получать деньги или иные материальные ценности. ценности в обмен на заключение договора., гарантирует, что они не были обещаны и никаких преимуществ не получено.
16.3.  Стороны обязаны немедленно уведомить друг друга в письменной форме (по электронной почте) или по горячей линии в случае нарушения антикоррупционных правил или обоснованных подозрений. В этом случае стороны имеют право запросить письменные объяснения для выяснения ситуации.
15.1. The present Contract comes into force on that day of counter-signature and is valid until the complete fulfillment of the contractual duties.
Article 16.
Anti-corruption provisions
16.1.  The parties accept anti-corruption measures, specified and additional anti-corruption positions, and ensure cooperation and compliance.
16.2. At the time the contract was entered into, each party had not directly transferred money or property from its officers and employees in connection with the contractual relationship, nor was it permitted or invited to informally receive money or property. values in exchange for concluding a contract, guarantees that they were not promised and no benefits were received.
16.3.  The parties are obliged to immediately notify each other in writing (by email) or via a hotline in the event of a violation of anti-corruption rules or reasonable suspicions. In this case, the parties have the right to request written explanations to clarify the situation.
Юридические адреса и банковские реквизиты сторон:
Legal Address and bank properties
of the Parties:",docx,0.900
Двуязычный контракт Бухара__headings_fixed,1,PREFACE,preface,"г. Бухара
Bukhara city
КОНТРАКТ №
От «_____» _______________ 2021 г.
_________________________________ в лице ________________________, действующей на основании ___________________, именуемая в дальнейшем «Поставщик»,
и Бухарский государственный медицинский институт в лице Ректора, действующего на основании Устава, именуемый в дальнейшем «Покупатель», с другой стороны, заключили Настоящий контракт о нижеследующем:
CONTRACT №
dated 2021, __________, ____
_________________________________________ in the person of________________________, acting on the basis of ______________________, referred hereinafter as “The Supplier”, Bukhara state medical institute in the person of Rector, acting on the basis charter, referred hereinafter as “The Buyer” on the other part, have concluded the present Contract as follows:",docx,1.000
Двуязычный контракт Бухара__headings_fixed,2,ПРЕДМЕТ КОНТРАКТА,s_1_предмет_контракта_3,"1. THE SUBJECT OF THE CONTRACT
1.1. Поставщик обязуется поставить товар в ассортименте, указанном в приложении №1
(спецификация), которая является неотъемлемой частью настоящего контракта, (далее Товар), а Покупатель оплатить его согласно пунктам 2 и 9 данного контракта.
1.2 Вид сделки: Приобретение оборудования для
собственных нужд.
1.1. The Supplier supplies The Goods in assortment
indicated in Appendix #1 (Specification), which is the
integral part of the present Contract., hereinafter called as “The Goods”, and The Buyer pays for them in accordance to the Paragraphs 2 and 9 of the contract.
1.2. Agreement condition: purchase of equipment for
own needs.",docx,1.000
Двуязычный контракт Бухара__headings_fixed,3,ЦЕНА И ОБЩАЯ СТОИМОСТЬ КОНТРАКТА,price,"2. THE PRICE AND TOTAL VALUE OF THE
CONTRACT
2.1. Цены, установленные в спецификациях, считаются твердыми и не подлежат изменению в течение всего срока действия настоящего контракта.
2.2. Общая сумма контракта составляет ______________.00 (_________________ЕВРО, _________ евро центов).
2.1. The prices stated in Specifications are to be fixed
and are not subject to change within validity of the present Contract.
2.2. The total amount of the contract is ___________.00
(_________________ EURO, __________Euro cents)",docx,0.900
Двуязычный контракт Бухара__headings_fixed,4,THE TERMS OF DELIVERY,delivery_terms,"3.1. Товар будет поставлен в сроки, предусмотренные данным контрактом. Датой или фактом поставки считается дата штемпеля на товарно-транспортной накладной о прибытии товара на территорию Республики Узбекистан. 3.2. Допускается поставка товара партиями, а также с таможенного склада. Вид транспорта – авиатранспорт, автотранспорт, железнодорожный.
3. Поставщик обязан вместе с отгруженным товаром передать следующие документы:
• счет-фактура (инвойс);
• товарно-транспортная накладная;
• упаковочный лист;
• сертификат происхождения;
3.4. Условия поставки CIP/DAP – Ташкент согласно Инкотермс 2010.
3.5. Расходы по хранению на складах, транспортировке между складами, страховке, раскредитовке, стоимость оформления таможенных деклараций в странах отправления и Покупателя покрываются Поставщиком.
3.1. The goods are to be delivered within the time stated in the present Contract. The date of a stamp affixed on the waybill to verify the arrival of the goods in Uzbekistan will be deemed the date of delivery or receipt of such goods.
3.2. Delivery in parts is allowed, and from customs
warehouse. Mode of transport – air transport, auto transport, rail transport.
3.3. Along with the goods shipped the Supplier is obliged to send the following documents:
• invoice;
• waybill;
• packing list; • certificate of origin;",docx,0.900
Двуязычный контракт Бухара__headings_fixed,5,Terms of delivery CIP/ DAP Tashkent according to Inco terms 2010.,delivery_terms,"3.5. The costs of storage in warehouses, transportation between warehouses, insurance, distribution, the cost of processing customs declarations in the countries of departure
3.6. Расчёты с органами сертификации товара в
стране Покупателя покрываются за счёт Покупателя
3.6. Settlements with product certification authorities in
the Buyer's country are covered by the Buyer",docx,0.900
Двуязычный контракт Бухара__headings_fixed,6,RESPONSIBILITIES,rights_obligations,"4.1. За несвоевременную отгрузку товара, Поставщик уплачивает пеню в размере 0,01% от стоимости неотгруженного товара за каждый день просрочки, но не более 5% от стоимости неотгруженного в срок товара.
4.2. За несвоевременную оплату товара, Покупатель уплачивает пеню в размере 0,01% от суммы просроченного платежа за каждый календарный день просрочки, но не более 5% от суммы просроченного платежа.
4.1. For late shipment of the goods, the Supplier shall pay a penalty of 0.01% of the value of goods not shipped for each day of delay, but not more than 5% of the value of goods not shipped in time.
4.2. For late payment of the goods, the Buyer shall pay a penalty of 0.01% of the overdue amount for each calendar day of delay, but not more than 5% of the overdue payment",docx,0.900
Двуязычный контракт Бухара__headings_fixed,7,QUALITY,s_2_quality,"5.1. Качество поставляемого товара должно
соответствовать государственному стандарту страны экспортера.
5.2. В течение Гарантийного срока, указанного для каждого вида товара в приложении №1 (спецификация), Поставщик гарантирует исправную и полнофункциональную работу активного оборудования в соответствии с техническим описанием производителя. В случае выхода оборудования из строя в течение Гарантийного срока Поставщик обязуется самостоятельно за свой счет произвести ремонт или замену неисправного оборудования.
5.1. The quality of the delivered goods must be correspondent of the official standard of the exporting country.
5.2. Within the warranty period specified for each item of goods in Appendix No. 1, the Supplier guarantees the normal operation of all the active equipment in compliance with the technical documentation. Should the equipment within the guarantee period probe to be defective or not corresponding to the Terms and Conditions of the Contract the Supplier shall eliminate defects or replace defective parts.",docx,1.000
Двуязычный контракт Бухара__headings_fixed,8,CLAIMS SUBJECT TO QUALITY AND QUANTITY,claims,"6.1. При предъявлении претензий по качеству или количеству Покупатель обязан предоставить Поставщику акт, составленный официальной контрольной организацией или иной компетентной незаинтересованной организацией страны Покупателя. Претензия считается основанием перерасчета платежа или замены товара.
6.2. Претензии в отношении качества должны быть предъявлены в течение гарантийного срока.
6.3. Претензии в отношении количества товара должны быть предъявлены в течение 1 месяца, считая с даты поставки товара в пункт назначения.
6.4. Поставщик обязан рассмотреть претензию в течение 10 дней от даты ее получения. В случае признания претензии, Поставщик обязан урегулировать поставкой недостающего количества, боя, брака, или оплатой ее стоимости за свой счет.
6.5. Если Поставщик не заменит дефектный товар новым в течение 30 (тридцати) дней со дня признания претензии, то Покупатель вправе отказаться от Контракта в отношении дефектного товара.
6.6. Допоставка не поставленного количества осуществляется в течение 30 (тридцати) дней с даты предыдущей поставки.
6.1. Should any claims in respect of quality or quantity are lodged, the Buyer is to submit the Seller a survey report drawn by an official control body or some other organization concerned of the Buyer’s country. A claim is considered to be the basis for re-computation of payment or replacement of the goods.",docx,0.900
Двуязычный контракт Бухара__headings_fixed,9,Claims in respect of quality are to be lodged within the Goods’ warranty period,claims,"6.3. Claims in respect of quantity are to be lodged within one month from the arrival of the goods at the destination point.
6.4. The Supplier is to investigate the claim within 10 days from the date of its receipt. In case of accepting the claim, the Supplier is to compensate by delivery of lacking quantity, breakage, rejects, otherwise by payment of their value at his own expense.
6.5. If the Supplier does not replace the defected goods with new ones within 30 (thirty) days from the date of lodging the claim, the Buyer has a right to cancel the Contract in respect of the defect goods.
6.6. Additional delivery of the short-delivered goods is to be affected within 30 (thirty) days from the date of a previous delivery.",docx,0.900
Двуязычный контракт Бухара__headings_fixed,10,PACKING AND MARKING,packing_marking,"7.1. Поставщик должен отгрузить товар в экспортной упаковке, которая обеспечила бы сохранность груза от всякого рода повреждений при перевозке различными видами транспорта. 7.2. Упаковка и транспортировка термолабильных товаров производится в соответствии с международными стандартами. 7.3. Каждая оригинальная упаковка должна иметь инструкцию или аннотацию.
7.4. Маркировка на государственном языке Покупателя будет производиться на территории Узбекистана, на таможенном складе, до оформления таможенного режима «импорт 40» за счет Поставщика.
7.1. The Supplier is to ship the goods in a packing for export, which would provide safety of the goods from any damages while delivery by different ways of transportation.
7.2. Packing and transportation of thermo-unstable goods is to be made in accordance with the International standards.
7.3. Each manufacture pack must bear an instruction or annotation.
7.4. Marking on the official language of the Buyer will be making on the territory of the Republic of Uzbekistan, on the customs warehouse prior to 40 import customs clearance, at the expense of the Supplier",docx,0.900
Двуязычный контракт Бухара__headings_fixed,11,NOTIFICATION OF DELIVERIES,,"8.1 Поставка осуществляется в течение 120 (сто двадцати) дней после поступления предоплаты согласно пункту 9 данного контракта.
8.2. Поставщик обязан за свой счет известить Покупателя по факсу и (или) любым другим доступным для Покупателя груза средством передачи информации о предстоящей отгрузке в сроки не менее, чем за 6 часов.
8.3. В извещении должно быть указанно: •дата отгрузки
• наименование товара
•№ транспортного документа
• № контракта
• № приложения
• количество мест и упаковок
• масса брутто и нетто
• стоимость отгружаемого товара
• вид транспортировки
• грузополучатель.
8.4. Поставщик может запросить продление срока выполнения задач, если есть или будут возникать задержки в выполнении контракта по любой из следующих причин:
• искусственные препятствия или физические условия, которые могут повлиять на доставку товара, что не могло быть предусмотрено Поставщиком;
• любая приостановка доставки товаров, которая возникла не по вине Поставщика;",docx,0.619
Двуязычный контракт Бухара__headings_fixed,12,• форс-мажор,s_11_форс_мажор,"• любые другие причины, возникшие не по вине Поставщика.
8.5. Если Поставщик считает, что он имеет право на какое-либо продление срока выполнения по Контракту, Поставщик должен уведомить Покупателя о своем намерении сделать такой запрос не позднее, чем через 15 дней после того, как Поставщик узнал об этом, или должен был узнавать о событии или обстоятельствах, послуживших основанием для запроса.
8.1 The shipment is to be affected within 120 (one hundred and twenty) days upon receiving of advanced payment in accordance to Clause 9 of the contract.
8.2. The Supplier is for his own account to inform the Buyer by fax and/or by any other way available to the Buyer of the goods about a forthcoming shipment within not more than 6 hours before.
8.3. The following is to be stated in notification:
• date of dispatch
• description of the goods
• number of transport document
• number of contract • number of appendix
• number of pieces and packs
• gross and net weight
• value of the goods being shipped
• way of transportation
• the Consignee.
8.4. The Contractor may request an extension to the period of implementation of the tasks if it is or will be delayed in completing the contract by any of the following reasons:
• artificial obstructions or physical conditions which may affect delivery of the supplies, which could not reasonably have been foreseen by an experienced contractor;",docx,0.909
Двуязычный контракт Бухара__headings_fixed,13,• force majeure,s_10_force_majeure,"• any other causes which are not due to the Supplier's default.
8.5. If the Supplier considers himself to be entitled to any extension of the period of implementation under the Contract, the Supplier shall give notice to the Buyer of its intention to make such a request no later than 15 days after the Supplier became aware, or should have become aware of the event or circumstance giving rise to the request.",docx,0.929
Двуязычный контракт Бухара__headings_fixed,14,TERMS OF PAYMENT,payment_terms,"9.1. Платежи по настоящему контракту производятся в соответствии с ценами, предусмотренными в спецификациях.",docx,0.900
Двуязычный контракт Бухара__headings_fixed,15,Оплата по данному контракту будет производиться в Евро.,payment_terms,"9.3. Покупатель оплачивает 70% (семьдесят процентов) предоплату, согласно реквизитам, указанным в пункте 14 данного контракта, в течение 15 (пятнадцати) рабочих дней после подписания данного Контракта и получения от Поставщика соответствующего инвойса на оплату.
9.4. Оставшиеся 30% (тридцать процентов) Покупатель оплачивает в течение 15 (пятнадцати) рабочих дней после завершения поставки по получения от Поставщика соответствующего инвойса на оплату.
9.1. Payments under the present Contact are to be effected in compliance with the prices stipulated in
Specifications.
9.2. Payments under this contract will be made in Euro.
9.3. The Buyer will pay 70% (Seventy per cent) advanced payment, according to below bank details indicated in clause 14 of the contract, within 15 (fifteen) working days after signing of the Contract and receiving from the Supplier the corresponding invoice for payment.
9.4. The remaining 30% (thirty percent) the Buyer pays within 15 (fifteen) working days after the completion of the delivery upon receipt from the Supplier of the corresponding invoice for payment",docx,0.900
Двуязычный контракт Бухара__headings_fixed,16,FORCE-MAJEUR,s_10_force_majeure,"10.1. Стороны освобождаются от ответственности за неисполнение обязательств по настоящему контракту, если они явились следствием обстоятельств непреодолимой силы (форс-мажор), а именно: стихийных бедствий, военный действий, блокады, запрещения экспорта или импорта, вызванные действием правительства. В этих случаях срок исполнения обязательств по контракту отодвигается соразмерно времени действия этих обстоятельств. Сторона, для которой создалась невозможность выполнения обязательств, обязана в течение 15 дней с момента наступления форс-мажорных обстоятельств письменно информировать другую сторону. О достоверности наступления форс-мажорных обстоятельств свидетельствует документ, выданный уполномоченным органом страны, где данные обстоятельства имели место.",docx,0.880
Двуязычный контракт Бухара__headings_fixed,17,Не извещение или несвоевременное извещение о форс-мажорных обстоятельствах лишает,s_10_2_не_извещение_или_несвоевременное_извещение_о_форс_мажорных_обстоятельствах_лишает,"10.1. The parties to the present Contract are exempted from responsibility for non-fulfillment of obligations under the present Contract, if is caused by circumstances of force major, viz.: natural calamity, military actions, blockade, and prohibitions of exports or imports due to actions of governments. In these cases the time stipulated for the fulfillment of the obligations under the Contract shall be extended for a period equal to that during which such circumstances last. The party for whom it became impossible to meet its obligations shall within 15 days from the moment of beginning the force-major circumstances to advise the other party in writing. A certificate issued by the respective body of the country where the force-major has taken place shall be sufficient proof of such circumstances and their duration.
10.2. Should any party to the Contract fail to notify the other party of force-major in due time, it will be deprived of the right to refer to the in future.",docx,1.000
Двуязычный контракт Бухара__headings_fixed,18,ARBITRATION,dispute_resolution,"11.1. Все споры и разногласия, которые могут возникать из настоящего контракта, Стороны будут решать путем переговоров. Если Стороны не смогут принять решение, то все споры и разногласия, вытекающие из настоящего контракта или в связи с его исполнением, нарушением, прекращением или недействительностью, будут разрешаться в Экономическом Суде г. Бухары.
11.1. All disputes and arguments arisen out of or in connection with the present Contact should be settled amicably. If the parties fail to come to an agreement, any dispute or difference which may arise out of the present Contract or in connection with its fulfillment, infringement, termination or invalidation are to be settled by the Economic Court of Tashkent City.",docx,0.900
Двуязычный контракт Бухара__headings_fixed,19,DELIVERY AND ACCEPTANCE,delivery_terms,"12.1. Товар считается сданным Поставщиком и принятым Покупателем по количеству мест и весу согласно товаросопроводительной документации.
12.2. Приёмка товара должна быть осуществлена в срок не более 15 календарных дней с даты поставки товара на условиях CIP Ташкент. По истечении вышеуказанного срока, Товар считается поставленным надлежащего качества и в полном объеме.
12.1. The goods is to consider to be delivered by the Supplier and accepted by the Buyer in respect of number of pieces and weight in conformity with the goods accompanying documentation.
12.2. Acceptance of goods must be carried out in a
period not exceeding 15 calendar days from the date of
Goods delivery on CIP Tashkent terms. By the end of the above period goods are considered as delivered in proper quantity and quality.",docx,0.900
Двуязычный контракт Бухара__headings_fixed,20,OTHER CONDITIONS,other_conditions,"13.1. Все приложения, содержащие отсылку к настоящему контракту, и подписанные сторонами, являются его неотъемлемыми частями.
13.2. Все изменения и дополнения к настоящему контракту действительны лишь в том случае, если они совершены в письменной форме и подписаны уполномоченными представителями сторон. Документы, исполненные посредством факсимильной связи, соответствуют данной форме.
13.3. Ни одна из сторон не вправе передавать свои права и обязательства по контракту третьим лицам без письменного согласия другой стороны.
13.4. Данный контракт вступает в силу с даты подписания уполномоченными представителями сторон.
13.5. Срок действия настоящего контракта действителен до завершения всех поставок и платежей и полного исполнения сторонами принятых на себя обязательств.
13.6. Настоящий Контракт составлен на русском и английском языках по одному экземпляру для каждой из сторон, имеющих одинаковую юридическую силу.
13.7. При разночтениях определяющей является русская версия контракта.
13.1. All appendices referring to the present Contract and duly signed by the parties are integral parts of the Contract.
13.2. All amendments and additions to the present
Contract should be valid only if made in writing and duly signed by authorized representatives of the parties. Documents received by fax or e-mail are corresponded with the present form.
13.3. Neither party is entitled to assign its rights and obligations under this Contract to any third party without written consent of the other party to the Contract.
13.4. This Contract is effective from the date of its signing by the both Parties’ authorized representatives.
13.5. This Contract valid until completion of all deliveries and payments and total fulfillment of obligation by the parties.
13.6. The present Contract is drawn up in Russian and English in duplicate, one copy for each party, both copies have equal legislative force.
13.7. In case of variant reading the Russian version of the Contract’s text is determinant.",docx,1.000
